ocel:eid,ocel:timestamp,ocel:activity,ocel:type:MATNR,ocel:type:WERKS,ocel:type:QNAME,ocel:type:NLPLA,ocel:type:NLQNR
4754,2002-10-25 18:27:42,Transfer Confirmation,['T-BW20-27'],['1000'],['CATT_USER'],['03-07-07'],['03-07-07_0000000119']
4755,2002-10-25 18:27:42,Transfer Confirmation,['T-BW20-27'],['1000'],['CATT_USER'],['03-08-07'],['03-08-07_0000000120']
4756,2002-10-25 18:27:42,Transfer Confirmation,['T-BW20-27'],['1000'],['CATT_USER'],['03-09-07'],['03-09-07_0000000121']
4757,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-10-07'],['03-10-07_0000000123']
4758,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-01-08'],['03-01-08_0000000124']
4759,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-02-08'],['03-02-08_0000000125']
4760,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-03-08'],['03-03-08_0000000126']
4761,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-04-08'],['03-04-08_0000000127']
4762,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-05-08'],['03-05-08_0000000128']
4763,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-06-08'],['03-06-08_0000000129']
4764,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-07-08'],['03-07-08_0000000130']
4765,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-08-08'],['03-08-08_0000000131']
4766,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-09-08'],['03-09-08_0000000132']
4767,2002-10-25 18:27:44,Transfer Confirmation,['T-BW21-27'],['1000'],['CATT_USER'],['03-10-08'],['03-10-08_0000000133']
4768,2002-10-25 18:27:46,Transfer Confirmation,['T-BW06-27'],['1000'],['CATT_USER'],['03-01-09'],['03-01-09_0000000135']
4769,2002-10-25 18:27:46,Transfer Confirmation,['T-BW06-27'],['1000'],['CATT_USER'],['03-02-09'],['03-02-09_0000000136']
4770,2002-10-25 18:27:46,Transfer Confirmation,['T-BW06-27'],['1000'],['CATT_USER'],['03-03-09'],['03-03-09_0000000137']
4771,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-01-01'],['03-01-01_0000000002']
4772,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-02-01'],['03-02-01_0000000003']
4773,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-03-01'],['03-03-01_0000000004']
4774,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-04-01'],['03-04-01_0000000005']
4775,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-05-01'],['03-05-01_0000000006']
4776,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-06-01'],['03-06-01_0000000007']
4777,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-07-01'],['03-07-01_0000000008']
4778,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-08-01'],['03-08-01_0000000009']
4779,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-09-01'],['03-09-01_0000000010']
4780,2002-10-25 18:29:10,Transfer Confirmation,['T-BW02-28'],['1000'],['CATT_USER'],['03-10-01'],['03-10-01_0000000011']
4781,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-01-02'],['03-01-02_0000000013']
4782,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-02-02'],['03-02-02_0000000014']
4783,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-03-02'],['03-03-02_0000000015']
4784,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-04-02'],['03-04-02_0000000016']
4785,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-05-02'],['03-05-02_0000000017']
4786,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-06-02'],['03-06-02_0000000018']
4787,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-07-02'],['03-07-02_0000000019']
4788,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-08-02'],['03-08-02_0000000020']
4789,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-09-02'],['03-09-02_0000000021']
4790,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-10-02'],['03-10-02_0000000022']
4791,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-01-03'],['03-01-03_0000000023']
4792,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-02-03'],['03-02-03_0000000024']
4793,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-03-03'],['03-03-03_0000000025']
4794,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-04-03'],['03-04-03_0000000026']
4795,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-05-03'],['03-05-03_0000000027']
4796,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-06-03'],['03-06-03_0000000028']
4797,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-07-03'],['03-07-03_0000000029']
4798,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-08-03'],['03-08-03_0000000030']
4799,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-09-03'],['03-09-03_0000000031']
4800,2002-10-25 18:29:11,Transfer Confirmation,['T-BW-28'],['1000'],['CATT_USER'],['03-10-03'],['03-10-03_0000000032']
4801,2002-10-25 18:29:13,Transfer Confirmation,['T-BW03-28'],['1000'],['CATT_USER'],['03-01-04'],['03-01-04_0000000034']
4802,2002-10-25 18:29:13,Transfer Confirmation,['T-BW03-28'],['1000'],['CATT_USER'],['03-02-04'],['03-02-04_0000000035']
4803,2002-10-25 18:29:13,Transfer Confirmation,['T-BW03-28'],['1000'],['CATT_USER'],['03-03-04'],['03-03-04_0000000036']
4804,2002-10-25 18:29:13,Transfer Confirmation,['T-BW03-28'],['1000'],['CATT_USER'],['03-04-04'],['03-04-04_0000000037']
4805,2002-10-25 18:29:13,Transfer Confirmation,['T-BW03-28'],['1000'],['CATT_USER'],['03-05-04'],['03-05-04_0000000038']
4806,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-01-01'],['01-01-01_0000000040']
4807,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-01-02'],['01-01-02_0000000041']
4808,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-01-03'],['01-01-03_0000000042']
4809,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-01-04'],['01-01-04_0000000043']
4810,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-01-05'],['01-01-05_0000000044']
4811,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-02-01'],['01-02-01_0000000045']
4812,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-02-02'],['01-02-02_0000000046']
4813,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-02-03'],['01-02-03_0000000047']
4814,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-02-04'],['01-02-04_0000000048']
4815,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-02-05'],['01-02-05_0000000049']
4816,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-03-01'],['01-03-01_0000000050']
4817,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-03-02'],['01-03-02_0000000051']
4818,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-03-03'],['01-03-03_0000000052']
4819,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-03-04'],['01-03-04_0000000053']
4820,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-03-05'],['01-03-05_0000000054']
4821,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-04-01'],['01-04-01_0000000055']
4822,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-04-02'],['01-04-02_0000000056']
4823,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-04-03'],['01-04-03_0000000057']
4824,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-04-04'],['01-04-04_0000000058']
4825,2002-10-25 18:29:14,Transfer Confirmation,['T-BW04-28'],['1000'],['CATT_USER'],['01-04-05'],['01-04-05_0000000059']
4826,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-01'],['01-01_0000000061']
4827,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-01'],['01-01_0000000062']
4828,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-01'],['01-01_0000000063']
4829,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-01'],['01-01_0000000064']
4830,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-01'],['01-01_0000000065']
4831,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-02'],['01-02_0000000066']
4832,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-02'],['01-02_0000000067']
4833,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-02'],['01-02_0000000068']
4834,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-02'],['01-02_0000000069']
4835,2002-10-25 18:29:16,Transfer Confirmation,['T-BW05-28'],['1000'],['CATT_USER'],['01-02'],['01-02_0000000070']
4836,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-06-04'],['03-06-04_0000000072']
4837,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-07-04'],['03-07-04_0000000073']
4838,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-08-04'],['03-08-04_0000000074']
4839,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-09-04'],['03-09-04_0000000075']
4840,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-10-04'],['03-10-04_0000000076']
4841,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-01-05'],['03-01-05_0000000077']
4842,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-02-05'],['03-02-05_0000000078']
4843,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-03-05'],['03-03-05_0000000079']
4844,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-04-05'],['03-04-05_0000000080']
4845,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-05-05'],['03-05-05_0000000081']
4846,2002-10-25 18:29:18,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-06-05'],['03-06-05_0000000082']
4847,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-07-05'],['03-07-05_0000000085']
4848,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-08-05'],['03-08-05_0000000086']
4849,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-09-05'],['03-09-05_0000000087']
4850,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-10-05'],['03-10-05_0000000088']
4851,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-01-06'],['03-01-06_0000000089']
4852,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-02-06'],['03-02-06_0000000090']
4853,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-03-06'],['03-03-06_0000000091']
4854,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-04-06'],['03-04-06_0000000092']
4855,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-05-06'],['03-05-06_0000000093']
4856,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-06-06'],['03-06-06_0000000094']
4857,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-07-06'],['03-07-06_0000000095']
4858,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-08-06'],['03-08-06_0000000096']
4859,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-09-06'],['03-09-06_0000000097']
4860,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['03-10-06'],['03-10-06_0000000098']
4861,2002-10-25 18:29:20,Transfer Confirmation,['T-BW07-28'],['1000'],['CATT_USER'],['PROD-1310'],['PROD-1310_0000000099']
4862,2002-10-25 18:29:21,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['01-03'],['01-03_0000000101']
4863,2002-10-25 18:29:21,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['01-03'],['01-03_0000000102']
4864,2002-10-25 18:29:21,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['01-03'],['01-03_0000000103']
4865,2002-10-25 18:29:21,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['01-03'],['01-03_0000000104']
4866,2002-10-25 18:29:21,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['01-04'],['01-04_0000000105']
4867,2002-10-25 18:29:22,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['06-01'],['06-01_0000000106']
4868,2002-10-25 18:29:22,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['06-01'],['06-01_0000000107']
4869,2002-10-25 18:29:22,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['06-01'],['06-01_0000000108']
4870,2002-10-25 18:29:22,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['06-01'],['06-01_0000000109']
4871,2002-10-25 18:29:22,Transfer Confirmation,['T-BW08-28'],['1000'],['CATT_USER'],['06-02'],['06-02_0000000110']
4872,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-07-05'],['03-07-05_0000000112']
4873,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-01-07'],['03-01-07_0000000113']
4874,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-02-07'],['03-02-07_0000000114']
4875,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-03-07'],['03-03-07_0000000115']
4876,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-04-07'],['03-04-07_0000000116']
4877,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-05-07'],['03-05-07_0000000117']
4878,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-06-07'],['03-06-07_0000000118']
4879,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-07-07'],['03-07-07_0000000119']
4880,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-08-07'],['03-08-07_0000000120']
4881,2002-10-25 18:29:23,Transfer Confirmation,['T-BW20-28'],['1000'],['CATT_USER'],['03-09-07'],['03-09-07_0000000121']
4882,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-10-07'],['03-10-07_0000000123']
4883,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-01-08'],['03-01-08_0000000124']
4884,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-02-08'],['03-02-08_0000000125']
4885,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-03-08'],['03-03-08_0000000126']
4886,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-04-08'],['03-04-08_0000000127']
4887,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-05-08'],['03-05-08_0000000128']
4888,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-06-08'],['03-06-08_0000000129']
4889,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-07-08'],['03-07-08_0000000130']
4890,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-08-08'],['03-08-08_0000000131']
4891,2002-10-25 18:29:24,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-09-08'],['03-09-08_0000000132']
4892,2002-10-25 18:29:25,Transfer Confirmation,['T-BW21-28'],['1000'],['CATT_USER'],['03-10-08'],['03-10-08_0000000133']
4893,2002-10-25 18:29:26,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-01-09'],['03-01-09_0000000135']
4894,2002-10-25 18:29:26,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-02-09'],['03-02-09_0000000136']
4895,2002-10-25 18:29:26,Transfer Confirmation,['T-BW06-28'],['1000'],['CATT_USER'],['03-03-09'],['03-03-09_0000000137']
4896,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-01-01'],['03-01-01_0000000002']
4897,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-02-01'],['03-02-01_0000000003']
4898,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-03-01'],['03-03-01_0000000004']
4899,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-04-01'],['03-04-01_0000000005']
4900,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-05-01'],['03-05-01_0000000006']
4901,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-06-01'],['03-06-01_0000000007']
4902,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-07-01'],['03-07-01_0000000008']
4903,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-08-01'],['03-08-01_0000000009']
4904,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-09-01'],['03-09-01_0000000010']
4905,2002-10-25 18:30:55,Transfer Confirmation,['T-BW02-29'],['1000'],['CATT_USER'],['03-10-01'],['03-10-01_0000000011']
4906,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-01-02'],['03-01-02_0000000013']
4907,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-02-02'],['03-02-02_0000000014']
4908,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-03-02'],['03-03-02_0000000015']
4909,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-04-02'],['03-04-02_0000000016']
4910,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-05-02'],['03-05-02_0000000017']
4911,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-06-02'],['03-06-02_0000000018']
4912,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-07-02'],['03-07-02_0000000019']
4913,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-08-02'],['03-08-02_0000000020']
4914,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-09-02'],['03-09-02_0000000021']
4915,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-10-02'],['03-10-02_0000000022']
4916,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-01-03'],['03-01-03_0000000023']
4917,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-02-03'],['03-02-03_0000000024']
4918,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-03-03'],['03-03-03_0000000025']
4919,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-04-03'],['03-04-03_0000000026']
4920,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-05-03'],['03-05-03_0000000027']
4921,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-06-03'],['03-06-03_0000000028']
4922,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-07-03'],['03-07-03_0000000029']
4923,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-08-03'],['03-08-03_0000000030']
4924,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-09-03'],['03-09-03_0000000031']
4925,2002-10-25 18:30:56,Transfer Confirmation,['T-BW-29'],['1000'],['CATT_USER'],['03-10-03'],['03-10-03_0000000032']
4926,2002-10-25 18:30:58,Transfer Confirmation,['T-BW03-29'],['1000'],['CATT_USER'],['03-01-04'],['03-01-04_0000000034']
4927,2002-10-25 18:30:58,Transfer Confirmation,['T-BW03-29'],['1000'],['CATT_USER'],['03-02-04'],['03-02-04_0000000035']
4928,2002-10-25 18:30:58,Transfer Confirmation,['T-BW03-29'],['1000'],['CATT_USER'],['03-03-04'],['03-03-04_0000000036']
